"","G","fV","betaV","betaH","kstarN","phi","Protein_intake","Lipid_intake","protein_absorption_efficiency","lipid_absorption_efficiency","protein_absorption","lipid_absorption","Respiration","Excretion","Pellet_C","Pellet_N","Growth_G","Growth_N"
"99",0.0043,0.98,0.796,0.612,0.9670608,1e-05,0.0585762127091989,0.000467915993656807,0.796,0.612,0.0466266653165223,0.000286364588117966,0.0426130299046403,0.0117748783599749,0.0121310987982154,0.0032296074034261,0.0043,0.000826923076923077
"100",0.0043,0.99,0.796,0.612,0.9670608,1e-05,0.0587542909485099,0.000233934361528221,0.796,0.612,0.0467684155950139,0.000143167829255271,0.0426115834242691,0.0118131892460536,0.012076641885769,0.00323942577121514,0.0043,0.000826923076923077
"101",0.0043,1,0.796,0.612,0.9670608,1e-05,0.0589323332112135,0,0.796,0.612,0.046910137236126,0,0.042610137236126,0.0118514923923002,0.0120221959750876,0.00324924215542907,0.0043,0.000826923076923077
"102",0.0051,0,0.863,0.672,0.9345981,1e-05,0.0397868203372323,0.0217460053108647,0.863,0.672,0.0343360259510315,0.0146133155689011,0.0438493415199325,0.00829923778302303,0.0125834841281645,0.00147318767194617,0.0051,0.000980769230769231
"103",0.0051,0.01,0.863,0.672,0.9345981,1e-05,0.0399561369155293,0.021526637648753,0.863,0.672,0.0344821461581018,0.014465900499962,0.0438480466580637,0.00833872973087988,0.0125347279062185,0.00147945696146689,0.0051,0.000980769230769231
"104",0.0051,0.02,0.863,0.672,0.9345981,1e-05,0.0401254234907574,0.0213073088588128,0.863,0.672,0.0346282404725236,0.0143185115531222,0.0438467520256458,0.00837821468072365,0.0124859803239243,0.00148572514006318,0.0051,0.000980769230769231
"105",0.0051,0.03,0.863,0.672,0.9345981,1e-05,0.040294680070891,0.0210880189307125,0.863,0.672,0.0347743089011789,0.0141711487214388,0.0438454576226178,0.00841769263441427,0.0124372413789858,0.00149199220803029,0.0051,0.000980769230769231
"106",0.0051,0.04,0.863,0.672,0.9345981,1e-05,0.0404639066639015,0.0208687678541247,0.863,0.672,0.034920351450947,0.0140238119979718,0.0438441634489186,0.008457163593811,0.0123885110691074,0.00149825816566338,0.0051,0.000980769230769231
"107",0.0051,0.05,0.863,0.672,0.9345981,1e-05,0.0406331032777568,0.0206495556187251,0.863,0.672,0.0350663681287041,0.0138765013757832,0.0438428695044874,0.00849662756077244,0.0123397893919945,0.00150452301325748,0.0051,0.000980769230769231
"108",0.0051,0.06,0.863,0.672,0.9345981,1e-05,0.0408022699204232,0.0204303822141934,0.863,0.672,0.0352123589413252,0.0137292168479379,0.0438415757892632,0.00853608453715652,0.0122910763453534,0.00151078675110756,0.0051,0.000980769230769231
